componente,descripcion,graba,entidad,version_exe,version_zoo,version_cli,orden,combinacion,componentesrelacionados,herencia
"DisenoImpresion","Componente diseno de impresion",T,"DisenoImpresion",0.00,0,0,1,"","",""
