entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"DisenoImpo","Diseño de Importación","Diseño de Importación","","",0.00,0,0,F,"E",2,"Ent_ImpoExpo","",0,"ORGANIZACION",F,F,"T","DIM","B","","",""
"Disenoimpresion","Diseño de Impresión","Diseño de Impresión","","",7.00,0,0,T,"E",2,"","",152,"",F,F,"T","IMP","B","","",""
"EMILIAATTIAS","EMILIAATTIAS","EMILIA ATTIAS","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","025","B",""emiliaattias"","",""
"ETHELROJO","Ethel Rojo","Ethel Rojo","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","018","B","","",""
"EXPRESIONLISTADOPERSONALIZADO","Expresión listado personalizado","Expresión listado personalizado","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","ELP","B","","",""
"Estiloimpresion","Estilo de Impresión","Estilo de Impresión","","",7.00,0,0,T,"E",2,"","",154,"",F,F,"T","ESI","B","","",""
"ExpoAgrupadas","Exportaciones agrupadas","Exportaciones agrupadas","","",0.00,0,0,F,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"T","EXA","B","","",""
"FAVORITOLISTADOS","Listados Favoritos","Listados Favoritos","","",0.00,0,0,F,"E",2,"","",0,"",F,F,"","FVX","B","","",""
"FLORDELAV","FLORDELAV","FLORDELAV","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","023","B",""FlorDeLaV:" + this.Codigo","",""
"FormatoExportacion","Formatos para Exportación/Importación","Formatos para Exportación/Importación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","FOE","B","","",""
"Gallardo","MuñecoGallardo","MuñecoGallardo","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","032","B","","",""
"INFORMACIONLISTADOS","Informacion adicional de listados","Informacion adicional de listados","","",7.00,0,0,F,"E",2,"","",0,"PUESTO",F,F,"","IAL","B","","",""
"ITEMATTIAS","ITEMATTIAS","ITEMATTIAS","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMBAMBINO","Bambino","Bambino","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMCACHAS","Item Cachas","Item Cachas","","",0.00,0,0,F,"I",2,"CACHAS","",2,"",F,F,"BT","","B","","",""
"ITEMCOLAPAME","item cola pame","Cola de Pamela David","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMCOMPROBANTE","Detalle de comprobantes","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCONALTAENFALSE","Item con alta en false","Item con alta en false","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","L","","",""
"ITEMCONALTAENTRUE","Item con alta en true","Item con alta en true","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","L","","",""
"ITEMENTIDADES","Item entidades","Item entidades","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMENTIDADESEXPO","Item entidades Exportacion","Item entidades Exportacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","B","","",""
"ITEMENTIDADESIMPO","Item entidades Importacion","Item entidades Importacion","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","B","","",""
"ITEMFAVORITOSLISTADOS","Detalle de listados favoritos","Detalle de listados favoritos","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","FVI","B","","",""
"ITEMGEMIDO","Item Chachi Telesco","Item Chachi Telesco","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMGEMIDO2","Item Chachi Telesco 2","Item Chachi Telesco 2","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMLOLAS","Item Yuyito","Item Yuyito","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMLOLASPAME","Item lolas Pame","Lolas de Pamela David","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMATAMBRE1","ITEMMATAMBRE1","ITEMMATAMBRE1","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMATAMBRE2","ITEMMATAMBRE2","ITEMMATAMBRE2","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMATAMBRE3","ITEMMATAMBRE3","ITEMMATAMBRE3","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMATAMBRE4","ITEMMATAMBRE4","ITEMMATAMBRE4","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMIMIPONS","Items Mimi Pons","Linea Detalle Mimi Pons","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMMORIA","Item Moria","Linea Detalle Moria","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMSANTILLI","Santilli","Santilli","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ITEMTANGAS","ITEMTANGAS","ITEMTANGAS","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ImpoAgrupadas","Importaciones agrupadas","Importaciones agrupadas","","",0.00,0,0,F,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"T","IMA","B","","",""
"ItemAreasExpo","Item Areas Exportación","Item Areas Exportación","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAreasImpo","Item Areas Importación","Item Areas Importación","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAtributosExpo","Item Atributos Exportacion","Item Atributos Exportacion","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemAtributosImpo","Item Atributos Importación","Item Atributos Importación","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemChulos","ItemChulos","ItemChulos","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ItemEnzo","Enzo","Enzo","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ItemExpoAgrupadas","Item Diseños de Exportación Agrupados","Item Diseños de Exportación Agrupados","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemFotos","ItemFotos","ItemFotos","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ItemImpoAgrupadas","Item Diseños de Importación Agrupados","Item Diseños de Importación Agrupados","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"ItemPeleas","ItemPeleas","ItemPeleas","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"ItemVideos","Item videos wanda nara","Item videos wanda nara","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"Itemaccionesautomaticas","Item acciones automaticas","Item acciones automaticas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IAA","B","","",""
"Itemagrupamiento","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"Itemareasimpresion","Item Areas Impresión","Item Areas Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"Itemarticulosventas","Items de facturas","Linea Detalle Factura","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"Itematributosimpresion","Item Atributos Impresión","Item Atributos Impresión","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"Itembasededatos","Item de agrupamientos de Bases de Datos","Item Agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"Itemexcepcionesusuario","Item de excepciones de usuarios","Item de excepciones de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemgomardas","Item Yuyito","Item Yuyito","","",0.00,0,0,F,"I",2,"","",2,"",F,F,"BT","","B","","",""
"Itemimpuestos","Items de Impuestos","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"Itemoperacionesperfil","Item de operaciones de perfiles","Item de operaciones de perfiles","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemperfilesusuario","Item de perfiles de usuarios","Item de perfiles de usuarios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"T","","B","","",""
"Itemtalonario","Item Talonario","Item Talonario","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"T","","B","","",""
"LISTADOGENERICOENTIDADPPAL","Entidad cabecera","Listado generico entidad principal","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","LGE","L","","",""
"LUNA","Luna","Sivina Luna","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",500,"",F,F,"BT","004","B","","",""
"LucianaBianchi","LucianaBianchi","LucianaBianchi","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","029","B","","",""
"MALENACANDELMO","Malena Candelmo","Malena Candelmo","","Len( descrip ) > 2 or codigo > ''",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","020","B","","",""
"MARENGO","Yuyito Gonzalez","Yuyito Gonzalez","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","014","B","","",""
"MARIABELENALVAREZ","Maria Belen Alvarez","Maria Belen Alvarez","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BTX","017","B","","",""
"MARILYN","Marilyn Monroe","Marilyn Monroe","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","MLN","B","","",""
"MIMIPONS","Mimi Pons","Mimi Pons","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","008","B","","",""
"MORIA","Moria","Moria Casan","c:\zoo\Imagenes\Iconos\lincew.ico","FNUM > 0",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","005","B",""bla"","",""
"Malala","Malala","Roby Malala","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"","RDM","B","","",""
"Memoria","memoria","Memoria Formulario","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","MEM","B","","",""
"NELIDAROCA","Nelida Roca","Nelida Roca","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","015","B","","",""
"NORMAPONS","Norma Pons","Norma Pons","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","007","B",""bla"","",""
"NazarenaVelez","NazarenaVelez","NazarenaVelez","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","027","B","","",""
"Numeraciones","Numeraciones","Numeraciones","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","042","B","","",""
"ORIGENDEDATOS","Origen de datos","Origen de datos","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"","XXX","B","","",""
"Olgakarinajelinek","Remito","Remito","","FactTipo = 11",7.00,0,0,T,"E",2,"","",0,"",F,F,"TX","045","B","","",""
"Orteguita","Orteguita","Orteguita","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","033","B","","",""
"PAMELADAVID","pamela david","Pamela David","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BT","009","B","","",""
"PAVONI","Chivo Pavoni","Chivo Pavoni","","",7.00,0,0,F,"E",2,"Ent_ComprobanteDeVENTAS","",0,"",F,F,"TX","IFC","B","","",""
"PAVONIDECREDITO","Chivo Pavoni De credito","Chivo Pavoni de credito","","",7.00,0,0,F,"E",2,"Ent_ComprobanteDeVENTAS","",0,"",F,F,"TX","IPC","B","","",""
"POOLDECLASE","Pool de clase","Pool de clase","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"W","POO","SUIOPTQDGHJKLMWN","","",""
"PRADON","Pradon","Alejandra Pradon","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",1,"",F,F,"BTX","002","ABCD","","",""
"Parishilton","Parishilton","Parishilton","","",0.00,0,0,T,"E",2,"","",2,"",F,T,"CBT","035","B","","",""
"Pluma","Plumas","Plumas","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","022","B","","",""
"REGISTRODEACTIVIDAD","Registros de Actividad","Registros de Actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACT","B","","",""
"REGISTRODEACTIVIDADDET","Detalle de contexto del registros de actividad","Detalle de contexto del registros de actividad","","",7.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"","ACD","B","","",""
"REGISTRODEBAJA","Registro de Baja","Registro de Baja","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","RBL","B","","",""
"REGISTRODEMANTENIMIENTO","Registro de mantenimiento del sistema","Registro de mantenimiento del sistema","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"C","RAM","B","","",""
"REGISTRODESALUDSERVIDORDEDATOS","Registros de salud del servidor de base de datos","Registros de salud del servidor de base de datos","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","SQL","SUIOPQDGHJKLMN","","",""
"RITO","Rito","Maria Eugenia Rito","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,T,"E",2,"","",500,"",F,F,"BT","003","SDFG",""rito"","",""
"ROCIOMARENGO","ROCIO MARENGO","ROCIO MARENGO","","codigo = 1",7.00,0,0,F,"E",2,"","",0,"",F,F,"T","055","B","","",""
"ROJAS","SABRINA ROJAS","Sabrina Rojas","","",7.00,1,0,T,"E",2,"","",2,"",F,F,"BT","011","B","","",""
"SARLI","Coca Sarli","Coca Sarli","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"Ent_ComprobanteDeVENTAS","",2,"",F,F,"BTX","006","B","","",""
"SASTRE","Antonio Sastre","Antonio Sastre","","",7.00,0,0,F,"E",2,"Ent_ComprobanteDeVENTAS","",0,"",F,F,"TX","FAA","B","","",""
"SUCURSAL","Sucursales","Sucursales","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","SUC","B","","",""
"Saltodecampo","Comportamiento de atributos","Comportamiento de atributos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","SDC","B","","",""
"Saviolita","Saviolita","Saviolita","","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","034","B","","",""
"Seguridadestado","Estado de operaciones de seguridad","Estado de operaciones de seguridad","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"T","S04","B","","",""
"Seguridadoperacion","Operaciones de seguridad","Operaciones de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S02","B","","",""
"Seguridadperfil","Perfiles de seguridad","Perfiles de seguridad","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S01","B","","",""
"Seguridadusuario","Usuarios","Usuarios","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"T","S03","B","","",""
"Selecciondisenoimpresion","Selección diseño de impresión","Selección diseño de impresión","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","SDI","B","","",""
"Situacionfiscal","Situación fiscal","Situación Fiscal","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","STF","","","",""
"Stockarticulos","Stock de artículos","Stock de Artículos","","",7.00,0,0,F,"E",2,"","",150,"",F,F,"BT","043","B","this.DescripcionComprobante","",""
"Stockcombinacion","Stock combinacion","Stock Combinacion","","",7.00,0,0,F,"E",2,"","",151,"",F,F,"T","044","B","this.DescripcionComprobante","",""
"SusanaGimenez","Susana Gimenez","Susana Gimenez","c:\zoo\Imagenes\Iconos\lincew.ico","",0.00,0,0,F,"E",2,"","",2,"",F,F,"BT","010","B","","",""
"Talonario","Talonario","Talonario","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"TW","041","B","","",""
"TipoArchivoExportacion","Tipo de archivo de Exportación","Tipo de archivo de Exportación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THE","B","","",""
"TipoArchivoImportacion","Tipo de archivo de Importación","Tipo de archivo de Importación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","THI","B","","",""
"TipoAreaExportacion","Tipos de Area para Exportación/Importación","Tipos de Area para Exportación/Importación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TAE","B","","",""
"TipoAtributosExportacion","Tipo de Atributo para Exportación/Importación","Tipo de Atributo para Exportación/Importación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TBE","B","","",""
"TipoRegistroExportacion","Tipo de Registro de Exportación/Importación","Tipo de Registro de Exportación/Importación","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"B","TRE","B","","",""
"Tipoareaimpresion","Tipo de Area de Impresión","Tipo de Area de Impresión","","",7.00,0,0,F,"E",2,"","",153,"",F,F,"T","ARE","B","","",""
"Tipoatributoimpresion","Tipo de Atributo de Impresión","Tipo de Atributo de Impresión","","",7.00,0,0,F,"E",2,"","",155,"",F,F,"T","ATR","B","","",""
"Wanda","Wanda Nara","Wanda Nara","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BTX","016","B","","",""
"Yuyito","Yuyito Gonzalez","Yuyito Gonzalez","","",0.00,0,0,T,"E",2,"","",2,"",F,F,"BTXW","012","B","","",""
"capristo","Negra","Gran Hermano","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"T","NEG","B","","",""
"carlabruni","Carka -Bruni","Carla Bruni","","",0.00,0,0,T,"E",2,"","",0,"PUESTO",F,F,"T","037","B","","",""
"carolinapapaleo","Caro diosa","carodiosa","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"B","CPP","B",""carolinapapaleo"","",""
"graziano","Natalia Graziano","Natalia Graziano","","",0.00,0,0,F,"E",2,"","",0,"SUCURSAL",F,F,"T","038","B","","",""
"onetto","Victoria Onetto","Victoria Onetto","","",0.00,0,0,T,"E",2,"Ent_ComprobanteDeVENTAS","ComprobanteDeVENTAS",0,"",F,F,"TX","036","B","","",""
"pampita","Pampita","Pampita","","",0.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,T,"CT","039","B",""Pampita Nº " + this.Codigo","",""
"pequeniap","Pequenña P","Pequenña P","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,T,"","PQP","B","","",""
"ravelli","Remito2","Remito2","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"TX","069","B","","",""
"vgallardo","Virginia Gallardo","Virginia Gallardo","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"","VG1","B","","",""
