entidad,atributo,tabla,campo,tipodato,longitud,decimales,alta,dominio,grupo,descripciongrupo,subgrupo,tiposubgrupo,descripcionsubgrupo,orden,etiqueta,etiquetacorta,claveprimaria,claveforanea,atributoscontrol,tipoespeciales,modulorequerido,busquedaordenamiento,aperturarango,quecontenga,muestrarelacion,nuevosugerido,valorsugerido,versioncampo,autocompletar,ayuda,imagen,ajustable,version,obligatorio,admitebusqueda,version_exe,version_zoo,version_cli,modo_avanzado,saltocampo,sumarizar,reservado,validamodificacion,mascara,campoinicial,formato,deshabilitado,unicidad,atributoforaneo,genhabilitar,validacion,despuesdeasignacion,clavecandidata,talonario,cond_tal,ordenreglanegocio,estetica,buscador,filtrobuscador,mantenerenrecepcion,validacomp,auditoria,ordennavegacion,tags,tooltip,esquema,etiquetaautodescriptiva
"capristo","codigo","capristo","cod","C",10,0,T,"CODIGO",0,"",0,1,"",1,"CODIGO","CODIGO",T,"",""," ","",T,0,F,F,F,"","",F,"ayuda","",F,0,T,1,7.00,0,0,F,F,"",F,F,"",T,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
"capristo","nombre","capristo","nom","C",50,0,T,"CARACTER",0,"",0,1,"",2,"nombre","nombre",F,"",""," ","",F,0,F,T,F,"","",F,"ayuda","",F,0,F,0,7.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,1,"","","",""
"capristo","edad","capristo","edad","N",5,2,T,"NUMERICO",0,"",0,1,"",3,"edad","edad",F,"",""," ","",F,0,F,F,F,"","",F,"ayuda","",F,0,F,0,7.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,2,"","","",""
"capristo","nacimiento","capristo","nacimi","D",8,0,T,"FECHA",0,"",0,1,"",4,"nacimiento","nacimiento",F,"",""," ","",F,0,F,F,F,"","",F,"ayuda","",F,0,F,0,7.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,3,"","","",""
"capristo","quirofano","capristo","quiro","L",1,0,T,"SINOBOOL",0,"",0,1,"",5,"quirofano","quirofano",F,"",""," ","",F,0,F,F,F,"","",F,"ayuda","",F,0,F,0,7.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,4,"","","",""
