entidad,atributo,tabla,campo,tipodato,longitud,decimales,alta,dominio,grupo,descripciongrupo,subgrupo,tiposubgrupo,descripcionsubgrupo,orden,etiqueta,etiquetacorta,claveprimaria,claveforanea,atributoscontrol,tipoespeciales,modulorequerido,busquedaordenamiento,aperturarango,quecontenga,muestrarelacion,nuevosugerido,valorsugerido,versioncampo,autocompletar,ayuda,imagen,ajustable,version,obligatorio,admitebusqueda,version_exe,version_zoo,version_cli,modo_avanzado,saltocampo,sumarizar,reservado,validamodificacion,mascara,campoinicial,formato,deshabilitado,unicidad,atributoforaneo,genhabilitar,validacion,despuesdeasignacion,clavecandidata,talonario,cond_tal,ordenreglanegocio,estetica,buscador,filtrobuscador,mantenerenrecepcion,validacomp,auditoria,ordennavegacion,tags,tooltip,esquema,etiquetaautodescriptiva
"onetto","Tangas","detRucci","Codigo","C",10,0,T,"DETALLEITEMTANGAS",0,"",0,1,"",0,"Tangas","",F,"",""," ","",F,0,F,F,F,"","",F,"Detalle","",T,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
"onetto","Codigo","onetto","OnCod","C",10,0,T,"CODIGO",0,"",0,1,"",1,"Codigo","Codigo",T,"",""," ","",T,0,F,F,F,"","",F,"Ayuda","",T,0,F,1,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
"onetto","Descripcion","onetto","OnDesc","C",50,0,T,"DESCRIPCION",0,"",0,1,"",2,"Descripcion","Desc.",F,"",""," ","",F,0,F,T,F,"","",F,"Ayuda","",T,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
