entidad,atributo,tabla,campo,alta,tipodato,longitud,decimales,dominio,claveprimaria,claveforanea,muestrarelacion,valorsugerido,obligatorio,atributoforaneo
"IMPDIRIMP","Numero","IMPDIRIMP","NUMERO",T,"N",8,0,"CODIGONUMERICO",T,"",F,"",T,""
"IMPDIRIMP","Descripcion","IMPDIRIMP","Descripcio",T,"C",50,0,"DESCRIPCION",F,"",T,"",F,""
"IMPDIRIMP","PlanDeCuentas","IMPDIRIMP","PCUENTA",T,"C",30,0,"CODIGO",F,"PLANDECUENTAS",F,"",T,""
"IMPDIRIMP","Importancia","IMPDIRIMP","Importanci",T,"N",5,0,"NUMERICONONEGATIVO",F,"",F,"",T,""
"IMPDIRIMP","f_Impuesto_Desde","IMPDIRIMP","ImpDesde",T,"C",10,0,"EtiquetaCaracterDesdeHasta",F,"",F,"",F,""
"IMPDIRIMP","f_Impuesto_Hasta","IMPDIRIMP","ImpHasta",T,"C",10,0,"EtiquetaCaracterDesdeHasta",F,"",F,"ZZZZZZZZZZ",F,""
"IMPDIRIMP","Aplicacion","IMPDIRIMP","Aplicacion",T,"C",10,0,"COMBOXMLIMPUESTOCONTODOS",F,"",F,"",F,""
"IMPDIRIMP","f_TipoImp_Desde","IMPDIRIMP","TipDesde",T,"C",10,0,"EtiquetaCaracterDesdeHasta",F,"",F,"",F,""
"IMPDIRIMP","f_TipoImp_Hasta","IMPDIRIMP","TipHasta",T,"C",10,0,"EtiquetaCaracterDesdeHasta",F,"",F,"ZZZZZZZZZZ",F,""
"IMPDIRIMP","f_Jurisdiccion_Desde","IMPDIRIMP","JurDesde",T,"C",8,0,"EtiquetaCaracterDesdeHasta",F,"",F,"",F,""
"IMPDIRIMP","f_Jurisdiccion_Hasta","IMPDIRIMP","JurHasta",T,"C",8,0,"EtiquetaCaracterDesdeHasta",F,"",F,"ZZZZZZZZ",F,""
"IMPDIRIMP","TipoDeAsiento","IMPDIRIMP","TipoAsi",T,"N",1,0,"COMBOTIPODEASIENTO",F,"",F,"",F,""
"IMPDIRIMP","Observacion","IMPDIRIMP","OBS",T,"M",0,0,"OBSERVACION",F,"",F,"",F,""
