entidad,atributo,tabla,campo,alta,tipodato,longitud,decimales,dominio,claveprimaria,claveforanea,muestrarelacion,valorsugerido,obligatorio,atributoforaneo
"TipoArchivoImportacion","Codigo","TipArcIMP","cCod",T,"C",3,0,"CODIGO",T,"",F,"",F,""
"TipoArchivoImportacion","Descripcion","TipArcIMP","cDes",T,"C",20,0,"DESCRIPCION",F,"",T,"",F,""
