entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"ESTADOCONTROLADORFISCAL","Estado de los controladores fiscales","Estado de los controladores fiscales","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"","140","JD","transform(this.PuntoDeVenta)+" "+transform(this.Comprobante)+" "+transform(this.TieneError)","",""
"ESTADOSDEINTERACCION","Estados de interacción","Estados de interacción","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EDI","SIPDJKN","","",""
"ETIQUETASECOMMERCE","Etiquetas ecommerce","Etiquetas ecommerce","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","ETE","SIPDJKN","","",""
"EXPRESIONLISTADOPERSONALIZADO","Expresión de listados personalizados","Expresión de listados personalizados","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","ELP","QSDGOPWHIJTKLMNF","","",""
"EnvioDeMensajeria","Envío de mensajería a eCommerce","Envío de mensajería a eCommerce","","",7.00,0,0,T,"E",2,"","",0,"",T,F,"","EME","E","","",""
"ErroresCFibm4610kc4","Controlador fiscal IBM 4610 KC4","Controlador fiscal IBM 4610 KC4","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"W","KC4","JD","","",""
"Estiloimpresion","Fuentes","Fuentes","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"TB","ESI","SIPDHJKLN","","",""
"ExpoAgrupadas","Configuración de exportaciones agrupadas","Configuración de exportaciones agrupadas","","",7.00,0,0,T,"E",2,"ent_impoexpoagrupadas","",0,"ORGANIZACION",F,F,"TB","EXA","PGL","","",""
"FACTURAAGRUPADA","Factura","Factura","","FactTipo = 54",7.00,0,0,T,"E",2,"Ent_ComprobanteAgrupado","ComprobanteAgrupado",1,"",T,T,"TXD","FAG","DJ","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURADECOMPRA","Factura de compra","Factura de compra","","FactTipo = 8",7.00,0,0,T,"E",2,"ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",1,"",T,T,"CTXD","FDC","K","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVentaExtendido, "@LZ 99999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","",""
"FACTURADEEXPORTACION","Factura de exportación de venta","Factura de exportación de venta","","FactTipo = 47",7.00,0,0,T,"E",2,"Ent_ComprobanteExportacion","ComprobanteDeVentasConValores",1,"",T,T,"TXD","FMX","N","This.cComprobante +" "+This.Letra + " " + transform(This.PuntoDeVenta,"@LZ 9999") + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURAELECTRONICA","Factura electrónica de venta","Factura electrónica de venta","","FactTipo = 27",7.00,0,0,T,"E",2,"EntColorYTalle_ComprobanteElectronicoNacional","ComprobanteElectronico",1,"",T,T,"CTXD","FEN","DJ","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","10.0006.12930",""
"FACTURAELECTRONICADECREDITO","Factura de crédito electrónica MiPyME de venta","Factura de crédito electrónica MiPyME de venta","","FactTipo = 54",7.00,0,0,T,"E",2,"EntColorYTalle_ComprobanteElectronicoNacional","ComprobanteElectronico",1,"",T,T,"CTXD","FEM","DJ","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","10.0006.12930",""
"FACTURAELECTRONICAEXPORTACION","Factura electrónica exportación de venta","Factura electrónica exportación de venta","","FactTipo = 33",7.00,0,0,T,"E",2,"Ent_ComprobanteElectronicoExportacion","ComprobanteElectronicoExportacion",1,"",T,T,"TXD","FEE","N","This.cComprobante +" "+This.Letra + " " + transform(This.PuntoDeVenta,"@LZ 9999") + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FAMILIA","Familias","Familias de artículos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BCD","FML","SIPDJKN","","",""
"FAVORITOLISTADOS","Listados favoritos","Listados favoritos","","",0.00,0,0,F,"E",2,"","",0,"",F,F,"","FVX","Q","","",""
"FECHACANCELACION","Fecha de cancelación del artículo","Fecha de cancelación del artículo","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","FEC","E","","",""
"FERIADO","Feriados","Feriados","","",7.00,0,0,T,"E",2,"","",1,"",T,F,"BD","FER","PJK","","",""
"FILTRARCOMPROBANTESACONTROLAR","Comprobantes a controlar","Comprobantes a controlar","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","FCC","P","","",""
"FILTRARCOMPROBANTESAINSERTAR","Comprobantes a insertar","Comprobantes a insertar","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","FCI","P","","",""
"FILTRARSTOCKYPRECIOCMV","Filtros para procesar stock y precios para CMV","Filtros para procesar stock y precios para CMV","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","FSP","F","","",""
"FINALDEPRODUCCION","Finalización de producción","Finalización de producción","","",7.00,0,0,T,"E",2,"Ent_ComprobanteMovInsumos","Comprobante",1,"",T,T,"CD","FPR","X","This.ObtenerNombre() + " " + transform( This.Numero, "@LZ 99999999" )","",""
"FORMULA","Fórmulas de modificación de precios","Fórmulas de modificación de precios","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BCW","FOR","P","","",""
"Factura","Factura manual de venta","Factura manual de venta","","FactTipo = 1",7.00,0,0,T,"E",2,"EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",1,"",T,F,"CTXD","FCV","DJ","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","10.0006.12930",""
"FormatoExportacion","Formatos para exportación/importación","Formatos para exportaciones/importaciones","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","FOE","SUIPDGHJKLN","","",""
"GENERADORTOKEN","Generador token API Rest","Token API Rest","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"","CPT","G","","",""
"GESTIONCHCUSTODIA","Depósito de cheques en custodia","Depósito de cheques en custodia","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","GCC","SIPDJKN","","",""
"GESTIONDEPRODUCCION","Gestión de orden de producción","Gestión de orden de producción","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","",0,"",F,F,"CD","GOP","X","","",""
"GESTIONVENDEDOR","Asignación de vendedor a base de datos","Asignación de vendedor a base de datos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BTD","GDV","SIPDJN","","",""
"GRUPO","Grupos","Grupos de artículos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BCD","GRP","SIPDJKN","","",""
"GRUPOVALOR","Agrupamiento de valores","Grupos de valores","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTWD","GPV","PDHJKN","","",""
"GTIN","Códigos RG 2904/10","Códigos RG 2904/10","","",7.00,0,0,T,"E",2,"","",0,"",T,F,"BD","GTI","DJ","","",""
"HERRAMIENTAAGRUPADORADEPACKS","Agrupar/Desagrupar Pack","Agrupar/Desagrupar Pack","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"","PCK","SIPDJKN","","",""
"HERRAMIENTACONCILIACION","Herramienta de conciliación bancaria","Herramienta de conciliación bancaria","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","HCB","SIPDJKN","","",""
"IMPDIRART","Imputación de artículo a cuenta contable","Imputación de artículo a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDA","F","","",""
"IMPDIRCAJ","Imputación de concepto a cuenta contable","Imputación de concepto a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDJ","F","","",""
"IMPDIRCCA","Imputación de artículo a centro de costos en compras","Imputación de artículo a centro de costos en compras","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDX","F","","",""
"IMPDIRCCC","Imputación de concepto de otros pagos a centro de costos","Imputación de concepto de otros pagos a centro de costos","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDZ","F","","",""
"IMPDIRCLI","Imputación de cliente a cuenta contable","Imputación de cliente a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDC","F","","07.0008.12019",""
"IMPDIRCON","Imputación de concepto de otros pagos a cuenta contable","Imputación de concepto de otros pagos a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDO","F","","",""
"IMPDIRCUE","Imputación de cuentas bancarias","Imputación de cuentas bancarias a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDB","F","","",""
"IMPDIRDES","Imputación de destino de descarga de cheques de terceros","Imputación de destino de descarga de cheques de terceros","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDD","F","","",""
"IMPDIRIMP","Imputación de impuesto a cuenta contable","Imputación de impuesto a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDI","F","","",""
"IMPDIRLIQ","Imputación de concepto de liquidación de tarjetas","Imputación de concepto de liquidación de tarjetas","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDQ","F","","",""
"IMPDIRMOT","Imputación de motivo a cuenta contable","Imputacion de motivo a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDM","F","","",""
"IMPDIROPE","Imputación de operadoras de tarjetas","Imputación de operadoras de tarjetas","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDT","F","","",""
"IMPDIRPRO","Imputación de proveedor a cuenta contable","Imputación de proveedor a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDP","F","","07.0008.12019",""
"IMPDIRVAL","Imputación de valores a cuenta contable","Imputación de valores a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IDV","F","","",""
"IMPRIMIRCOMPROBANTEPORLOTE","Imprimir comprobante por Lote","Imprimir comprobante por Lote","","",7.00,0,0,T,"E",2,"","",1,"",F,T,"CTX","IPL","DJN","","",""
"IMPUESTO","Impuestos","Impuestos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BTW","IMS","SIPDHJKN","","",""
"IMPVERCC","Imputación vertical a centro de costos","Imputación vertical a centro de costos","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"B","IVC","F","","",""
"INCONSISTENCIASAP","Inconsistencias en comprobantes - Interfaz SAP","Inconsistencias en comprobantes - Interfaz SAP","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","INS","SIPDJKNQ","","",""
"INCOTERMS","Incoterms","Incoterms","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","INT","SIPDJN","","",""
"INDICESINFLACION","Indices de inflacion","Indices","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"","IND","F","","",""
"INFORMACIONLISTADOS","Información adicional de listados","Información adicional de listados","","",7.00,0,0,F,"E",2,"","",0,"PUESTO",F,F,"","IAL","Q","","",""
"INFORMARCOMPROBANTESTCS","Informar comprobantes - Shopping Tres Cruces Uruguay","Informar comprobantes - Shopping Tres Cruces Uruguay","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","TCS","J","","",""
"INFORMEVENTASLPS","Informe de ventas a Las Piedras Shopping","Informe de ventas a Las Piedras Shopping","","",7.00,0,0,F,"E",2,"","",1,"",F,T,"TC","IVS","JD","","",""
"INFORMEVENTASTCS","Informe de ventas a Tres Cruces Shopping","Informe de ventas a Tres Cruces Shopping","","",7.00,0,0,F,"E",2,"","",1,"",F,T,"TC","IVT","JD","","",""
"INGRESOMASIVOGIFTCARD","Ingreso masivo de giftcard","Ingreso masivo de giftcard","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","IMG","DJN","","",""
"INSUMO","Insumos","Insumos","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","",0,"",F,F,"C","INP","X","this.ObtenerDescripcion() + " " + this.codigo","",""
"INTERACCIONDEORDEN","Interacción de orden de servicio","Interacción de orden de servicio","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","INO","SIPDJKN","","",""
"INVENTARIO","Inventarios de producción","Inventarios de producción","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","",0,"",F,F,"C","INV","X","","",""
"ITEMACREDITACIONDEPLAN","Item acreditación de plan de cuotas","Item acreditación de plan de cuotas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"W","I3T","","","",""
"ITEMAGRUPADORDEPACK","Item Agrupar desagrupar pack","Item Agrupar desagrupar pack","","",0.00,0,0,F,"I",2,"AgrupadorDePack","",0,"",F,F,"","","","","",""
"ITEMAGRUPAMIENTOBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","z","","",""
"ITEMAGRUPAPUBLIC","Items de agrupamientos centralizados","Items de agrupamientos centralizados","","",7.00,0,0,F,"I",2,"AgruPubliDetalle","",0,"",T,F,"W","","SIPDJKN","","",""
"ITEMAJAUDIARTICULOS","Item ajuste de stock por auditoría de artículos","ajuste stock por auditoría stock artículos","","",7.00,0,0,F,"I",2,"AjusteArticulos","",0,"",F,F,"","","","","",""
"ITEMAJAUDICOMBINACION","Item ajuste de stock por auditoría de combinaciones","ajuste stock por auditoría stock combinación","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMAJAUDIENTRANSITO","Item ajuste de stock por auditoría en tránsito","Ajuste stock por auditoría en tránsito","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMAJESTADOSAUDCOMB","Item ajuste de estados por auditoría de combinaciones","Ajuste de estados por auditoría de combinaciones","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","","","",""
"ITEMAJSTOCKART","Item ajuste de stock por articulos","ajuste stock por articulo","","",7.00,0,0,F,"I",2,"AjusteArticulos","",0,"",F,F,"","","","","",""
"ITEMAJUSTECCCLIENTE","Item de ajuste de cuenta corriente de clientes","Item de ajuste de cuenta corriente de clientes","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","DJN","","",""
"ITEMAJUSTECCPROVEEDOR","Item de ajuste de cuenta corriente de proveedores","Item de ajuste de cuenta corriente de proveedores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","K","","",""
"ITEMAJUSTECOMPROBANTES","Item comprobantes a modificar","Item comprobantes a modificar","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","","","",""
"ITEMAJUSTEDEESTADOS","Items de ajuste de estados","Items de ajuste de estados","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","","","",""
"ITEMAJUSTEDESTOCK","Items de ajuste de stock","Items de ajuste de stock","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMAJUSTOCKENTRANSITO","Items de ajuste de stock en tránsito","Ajuste de stock en tránsito","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMALIVIO","Item Alivio de caja","Item alivio de caja","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","SUIOPTQDGHJKLMN","","",""
"ITEMAPERAUTOMATICAS","-","-","","",0.00,0,0,T,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMARCHIVOSMAIL","Item archivos mail","Item archivos mail","","",0.00,0,0,T,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMARQUEOOTROS","Item arqueo de otros","Item arqueo de otros","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMARTICFINALDEPROD","Items de artículos de final de producción","Items de artículos de final de producción","","",7.00,0,0,F,"I",2,"ArticulosProduccion","",1,"",F,F,"C","","X","","",""
"ITEMARTICULOSCANCOMPRA","Items de cancelación de compra","Linea detalle cancelación de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMARTICULOSCOMPRA","Items de facturas de compra","Linea detalle factura de compra","","",7.00,0,0,F,"I",2,"COLORYTALLE_ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","01.0012.8590","01.0012.8590"
"ITEMARTICULOSDESPACHO","Item de artículos del despacho","Artículos del despacho","","",7.00,0,0,F,"I",2,"ARTICULODESPACHO","",0,"",T,F,"","","","","",""
"ITEMARTICULOSNCCOMPRA","Items de nota de crédito de compra","Línea detalle nota de crédito de compra","","",7.00,0,0,F,"I",2,"COLORYTALLE_ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","01.0012.8590","01.0012.8590"
"ITEMARTICULOSNDCOMPRA","Items de nota de débito de compra","Linea detalle nota de débito de compra","","",7.00,0,0,F,"I",2,"COLORYTALLE_ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","01.0012.8590","01.0012.8590"
"ITEMARTICULOSPEDCOMPRA","Items de pedido de compra","Línea detalle pedido de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMARTICULOSPRECOMPRA","Items de presupuestos de compra","Línea detalle presupuesto de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMARTICULOSREMCOMPRA","Items de remito de compra","Linea detalle remito de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMARTICULOSREQCOMPRA","Items de requerimiento de compra","Linea detalle requerimiento de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMARTICULOSSENIADOS","Items de señas","Detalle de señas","","",7.00,0,0,F,"I",2,"COLORYTALLE_ARTICULOSSENIADOS","",1,"",F,F,"B","DSE","","","01.0012.8590","01.0012.8590"
"ITEMARTICULOSSENIADOSEX","Items de señas exportación","Detalle de señas exportación","","",7.00,0,0,F,"I",2,"COLORYTALLE_ARTICULOSSENIADOS","",1,"",F,F,"B","","","","01.0012.8590",""
"ITEMARTICULOSSOLCOMPRA","Items de solicitud de compra","Linea detalle solicitud de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","K","","",""
"ITEMASIENTO","Item de asientos contables","Item de asientos contables","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","F","","",""
"ITEMASIENTOTIPO","Item de configuracion de asientos tipo","Item de configuracion de asientos tipo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","F","","",""
"ITEMATRIBUTOSLINCE","Item diseño de transformación Lince","Item diseño de transformación Lince","","",7.00,0,0,T,"I",2,"","",0,"ORGANIZACION",F,F,"T","","","","",""
"ITEMAUTORIZACIONDJCP","Valores de autorización de DJCP","Valores de códigos de autorización de DJCP","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMAUTORIZICARD","Items de autorizadores para dispositivo ICard","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IAI","","","",""
"ITEMBOLSASYCAJAS","Item de bolsas y cajas","Item de bolsas y cajas","","",7.00,0,0,F,"I",2,"BolsasYCajas","",1,"",T,T,"B","","B","","",""
"ITEMBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMCAEAINFORMA","items Informar Movimientos CAEA","","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCALCULODEPRECIOS","Item cálculo de precios","Item cálculo de precios","","",7.00,0,0,F,"I",2,"CALCULODEPRECIOS","",0,"",F,F,"B","042","","","",""
"ITEMCAMPOORDENAMIENTO","Item para almacenar los campos de ordenamiento personales","Campos ordenamientos personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOPERSONALIZADO","Item para almacenar los campos perzonalizados personales","Campos perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOSUBTOTAL","Item para almacenar los campos subtotales personales","Campos subtotales personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCANCELACIONDESENIAS","Item de cancelación de señas","Item de cancelación de señas","","",7.00,0,0,F,"I",2,"","",1,"",T,T,"","","DJN","","",""
"ITEMCANJECUPONES","Item canje de cupones","","","",7.00,0,0,T,"I",2,"ValoresFondos","",0,"",F,F,"","","","","",""
"ITEMCATEGORIASECOM","Item de categorías ecommerce","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICE","SIPDJKN","","",""
"ITEMCCOSTO","Item de distribucion de centro de costo","Item de distribución de centro de costo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCDRCOMPROBANTES","Items comprobantes del comprobante de recepciones","Items comprobantes del comprobante de recepciones","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMCDRIMPUESTOS","Items impuestos del comprobante de recepciones","Items impuestos del comprobante de recepciones","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMCENTROSDISTRIBUCION","Item centros de distribución","Item centros de distribución","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","E","","",""
"ITEMCHCUSTODIA","Item de cheques en custodia","Item de cheques en custodia","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICC","SIPDJKN","","",""
"ITEMCHEQUEDISPONIBLE","Item cheque disponible","","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","DJKN","","",""
"ITEMCHEQUEHISTORIAL","Item de historial de interacciones de cheques","Item de historial de interacciones de cheques","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCHEQUEPROPIOHIST","Item de historial de interacciones de cheques propios","Item de historial de interacciones de cheques propios","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCLASEDETARJETA","Items de operadora de tarjeta","Linea detalle clases de tarjeta","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"BTW","","B","","",""
"ITEMCODBARRAALTER","Item código de barra alternativo","Item código de barra alternativo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICA","","","",""
"ITEMCODSERV","Item de código de servicio","Item de código de servicio","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCOLORES","Item de paleta de colores","Item de paleta de colores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCOMISIONVENDEDOR","Items de comisión de vendedores","Items de comisión de vendedores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","SIPDJN","","",""
"ITEMCOMPROBANTEPAGO","Items de comprobantes de pago","Linea detalle comprobantes de pago","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"B","","SIPDJKN","","",""
"ITEMCOMPROBANTESENBASEA","Item comprobantes","Item comprobantes","","",7.00,0,0,T,"I",2,"ComprobantesEnBasea","",0,"",T,F,"","","DJ","","",""
"ITEMCONCEPTOLIQ","Item concepto de liquidación","Item concepto de liquidación","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONCEPTOS","Item de conceptos de liquidación de tarjeta","Item de conceptos de liquidación de tarjeta","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONCILIAMOVIMIENTO","Items de conciliacion de movimientos de caja","Items de conciliacion de movimientos","","",7.00,0,0,F,"I",2,"","",0,"",T,F,"","","","","",""
"ITEMCONCILIASALDO","Items de conciliacion de saldos de caja","Items de conciliacion de saldos","","",7.00,0,0,F,"I",2,"","",0,"",T,F,"","","","","",""
"ITEMCONTACTO","Contactos del cliente","Contactos del cliente","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONTACTOPROV","Contactos del proveedor","Contactos del proveedor","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONVENIO","Item convenio","Item convenio","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCOTIZAORDENADICION","Item adicional de cotización de orden","Item adicional de cotización de orden","","",7.00,0,0,F,"I",2,"ProduccionColorYTalle","",0,"",F,F,"C","","X","","",""
"ITEMCOTIZAORDENDESCARTE","Item descarte de cotización de orden","Item descarte de cotización de orden","","",7.00,0,0,F,"I",2,"ProduccionColorYTalle","",0,"",F,F,"C","","X","","",""
"ITEMCOTIZAORDENINSUMOS","Item insumos de cotización de orden","Item insumos de cotización de orden","","",7.00,0,0,F,"I",2,"ProduccionColorYTalle","",0,"",F,F,"C","","X","","",""
"ITEMCOTIZAORDENPRODUCC","Item producción de cotización de orden","Item producción de cotización de orden","","",7.00,0,0,F,"I",2,"ProduccionColorYTalle","",0,"",F,F,"C","","X","","",""
"ITEMCUPON","Item cupón","","","",7.00,0,0,F,"I",2,"Cupon","",0,"",F,F,"","","T","","",""
"ITEMCUPONHUERFANO","Item cupón huérfano","","","",7.00,0,0,F,"I",2,"Cupon","",0,"",F,F,"","","T","","",""
"ITEMCURVADEPRODUCCION","Item curva de producción","Item curva de producción","","",7.00,0,0,F,"I",2,"BaseProduccion","",0,"",F,F,"C","","X","","",""
"ITEMDATOSPLANES","Items datos planes","","","",7.00,0,0,T,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMDATOSREGISTRO","Item de datos de cuenta bancaria","Item de datos de cuenta bancaria","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDB","SIPDJKN","","",""
"ITEMDENOMINACIONES","Item de denominaciones de monedas","Item de denominaciones de monedas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"W","","","","",""
"ITEMDESCUENTO","Item de descuento","Item de descuentos","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","III","E","","",""
"ITEMDIMENSIONESECOM","Item de dimensiones ecommerce","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDE","SIPDJKN","","",""
"ITEMDISPMOVILPOINT","Items de dispositivos móviles","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDP","","","",""
"ITEMDISPOSITIVOSCLOVER","Items de dispositivos Clover","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICL","","","",""
"ITEMDOMINIOSCORS","Dominios a habilitar CORS en servicios","Dominios a habilitar CORS en servicios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","ITL","","","",""
"ITEMENTIDADES","Item entidades","Item entidades","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMENTIDADESEXPO","Item entidades Exportación","Item entidades exportación","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESIMPO","Item entidades Importación","Item entidades importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
