entidad,descripcion,titulo,tipo,herencia,kontroler,formulario
"ITEMORDENPROCESO","Item procesos orden de produccón","Item proceso orden de produccón","I","BaseProduccion","",F
"GESTIONDEPRODUCCION","Gestión de orden de producción","Gestión de orden de producción","E","EntidadDeProduccion","",T
"ITEMGESTIONPROCESO","Item para de la orden de producción","Item para gestión de orden de producción","I","EntidadDeProduccion","",F
"MOVIMIENTOSTOCKAPRODUCC","Movimiento de insumos a producción","Movimiento de insumos a producción","E","Ent_ComprobanteMovInsumos","Comprobante",T
"ITEMMSTOCKAPROD","Items de movimiento de insumos","Items de movimiento de insumos","I","ArticulosProduccion","",F
"STOCKINVENTARIO","Stock inventario","Stock inventario","E","Ent_stockproduccion","",F
"MOVIMIENTOSTOCKAINVENT","Movimiento de insumos entre inventarios","Movimiento de insumos entre inventarios","E","Ent_ComprobanteMovInsumos","Comprobante",T
"ITEMMSTOCKAINV","Items de movimiento de insumos entre inventarios","Items de movimiento de insumos entre inventarios","I","ArticulosProduccion","",F
"MOVIMIENTOSTOCKDESDEPRODUCC","Movimiento de insumos desde producción","Movimiento de insumos desde producción","E","Ent_ComprobanteMovInsumos","Comprobante",T
"ITEMMSTOCKDESDEPROD","Items de movimiento de insumos desde producción","Items de movimiento de insumos desde producción","I","ArticulosProduccion","",F
"ITEMGESTIONCURVA","Item curva de gestión de produccón","Item curva de gestión de produccón","I","BaseProduccion","",F
"ITEMORDENSALIDA","Item salida del la orden de producción","Item salida de la orden de producción","I","BaseProduccion","",F
"ITEMGESTIONINSUMO","Item insumo de gestión de produccón","Item insumo de gestión de produccón","I","BaseProduccion","",F
"ITEMGESTIONDESCARTE","Item descarte de gestión de produccón","Item descarte de gestión de produccón","I","BaseProduccion","",F
"ITEMGESTIONINSDESC","Item insumos por descarte de gestión de produccón","Item insumos por descarte de gestión de produccón","I","BaseProduccion","",F
"FINALDEPRODUCCION","Finalización de producción","Finalización de producción","E","Ent_ComprobanteMovInsumos","Comprobante",T
"ITEMARTICFINALDEPROD","Items de artículos de final de producción","Items de artículos de final de producción","I","ArticulosProduccion","",F
"ITEMVALEDECAMBIO","Item de vale de cambio","Item de vale de cambio","I","","",F
"FILTRARCOMPROBANTESAINSERTAR","Comprobantes a insertar","Comprobantes a insertar","E","","",T
"SELECOMPAINSERTAR","Selección de comprobantes","Selección de comprobantes","E","","",T
"ITEMSELECOMPAINSERTAR","Item de selección de comprobantes","Item de selección de comprobantes","I","","",F
"INFORMEVENTASLPS","Informe de ventas a Las Piedras Shopping","Informe de ventas a Las Piedras Shopping","E","","",F
"SELECCHEQUETERCEROS","Filtros para selección múltiple de cheques de terceros","Filtros para selección múltiple de cheques de terceros","E","","",T
"SELECHEQUEAINSERTAR","Selección de cheques","Selección de cheques","E","","",T
"ITEMSELECHEQUEAINSERTAR","Item de selección de cheques","Item de selección de cheques","I","","",F
"ITEMTARJETASPOSNET","Items de tarjetas para dispositivo Posnet","","I","","",F
"ITEMPLANESPOSNET","Items de planes para dispositivo Posnet","","I","","",F
"RETIRODEEFECTIVO","Retiro de efectivo en caja","Retiro de efectivo","E","ent_virtual","",T
"AJUSTECHEQUERECHAZADO","Ajustes de cheques de terceros rechazados","Ajustes de cheques de terceros rechazados","E","","",T
"GESTIONCHCUSTODIA","Depósito de cheques en custodia","Depósito de cheques en custodia","E","","",T
"ITEMCHCUSTODIA","Item de cheques en custodia","Item de cheques en custodia","I","","",F
"GENERADORTOKEN","Generador token API Rest","Token API Rest","E","","",T
"LISTADECOSTOSDEPRODUCCION","Listas de costos de producción","Listas de costos de producción","E","LiquidacionEnProduccion","",T
"MODIFICACIONDECOSTOSDEPRODUCCION","Modificación de costos de producción","Modificación de costos de producción","E","LiquidacionEnProduccion","",T
"COTIZACIONPRODUCCION","Cotización gestión de orden de producción","Cotización gestión de orden de producción","E","LiquidacionEnProduccion","",T
"LIQUIDACIONDETALLER","Liquidación de talleres","Liquidación de talleres","E","","",T
"ITEMLIQTALLERPRODUCCION","Item producción de liquidación de taller","Item producción de liquidación de taller","I","ProduccionColorYTalle","",F
"ITEMLIQTALLERDESCARTE","Item descarte de liquidación de taller","Item descarte de liquidación de taller","I","ProduccionColorYTalle","",F
"ITEMLIQTALLERINSUMOS","Item insumos de liquidación de taller","Item insumos de liquidación de taller","I","ProduccionColorYTalle","",F
"ITEMLIQTALLERADICIONAL","Item adicional de liquidación de taller","Item adicional de liquidación de taller","I","ProduccionColorYTalle","",F
"ITEMMODCOSTOPROD","Item modificación del costo de producción","Item modificación del costo de producción","I","ModificacionDeCostos","",F
"ITEMCOTIZAORDENPRODUCC","Item producción de cotización de orden","Item producción de cotización de orden","I","ProduccionColorYTalle","",F
"ITEMCOTIZAORDENDESCARTE","Item descarte de cotización de orden","Item descarte de cotización de orden","I","ProduccionColorYTalle","",F
"ITEMCOTIZAORDENINSUMOS","Item insumos de cotización de orden","Item insumos de cotización de orden","I","ProduccionColorYTalle","",F
"ITEMCOTIZAORDENADICION","Item adicional de cotización de orden","Item adicional de cotización de orden","I","ProduccionColorYTalle","",F
"COSTODEINSUMO","Costos de Insumos y semielaborados","Costos de Insumos y semielaborados","E","","",F
"ITEMEQUIVALORES","Item equivalencia de valores","Item equivalencia de valores","I","","",F
"ITEMVALOROPEECOM","Item valores operación ecommerce","Item valores operación ecommerce","I","","",F
"PROCESARNCPENDIENTEPROMOBANCO","Herramienta de generación de NC por promociones bancarias","Herramienta de generación de notas de crédito pendientes por promociones bancarias","E","","",T
"ITEMNCPENDIENTEPROMOB","Item NC pendientes por promo bancaria","Item modificación del costo de producción","I","","",F
"ALIVIODECAJA","Alivio de caja","Alivio de caja","E","","",T
"ITEMALIVIO","Item Alivio de caja","Item alivio de caja","I","","",F
"REGISTRODECOSTOS","Registro de costos de mercadería","Registro de costos de mercadería","E","","",T
"FILTRARSTOCKYPRECIOCMV","Filtros para procesar stock y precios para CMV","Filtros para procesar stock y precios para CMV","E","","",T
