entidad,atributo,tabla,campo,alta,tipodato,longitud,decimales,dominio,claveprimaria,claveforanea,muestrarelacion,valorsugerido,obligatorio,atributoforaneo
"TIPODEARTICULO","Codigo","TIPOART","Cod",T,"C",10,0,"CODIGO",T,"",F,"",F,""
"TIPODEARTICULO","Descripcion","TIPOART","Descrip",T,"C",50,0,"DESCRIPCION",F,"",T,"",F,""
"TIPODEARTICULO","Obs","TIPOART","Obs",T,"M",0,0,"OBSERVACION",F,"",F,"",F,""
