entidad,atributo,tabla,campo,tipodato,longitud,decimales,alta,dominio,grupo,descripciongrupo,subgrupo,tiposubgrupo,descripcionsubgrupo,orden,etiqueta,etiquetacorta,claveprimaria,claveforanea,atributoscontrol,tipoespeciales,modulorequerido,busquedaordenamiento,aperturarango,quecontenga,muestrarelacion,nuevosugerido,valorsugerido,versioncampo,autocompletar,ayuda,imagen,ajustable,version,obligatorio,admitebusqueda,version_exe,version_zoo,version_cli,modo_avanzado,saltocampo,sumarizar,reservado,validamodificacion,mascara,campoinicial,formato,deshabilitado,unicidad,atributoforaneo,genhabilitar,validacion,despuesdeasignacion,clavecandidata,talonario,cond_tal,ordenreglanegocio,estetica,buscador,filtrobuscador,mantenerenrecepcion,validacomp,auditoria,ordennavegacion,tags,tooltip,esquema,etiquetaautodescriptiva
"mexico","nombre","mexico","cnom","C",50,0,T,"CARACTER",0,"",0,1,"",0,"Nombre","nombre",F,"",""," ","",F,0,F,F,F,"","",F,"Ayuda","",F,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",1,"","",0,"","","",F,F,F,0,"","","",""
"mexico","presidente","mexico","presi","C",50,0,T,"CARACTER",0,"",0,1,"",0,"Presi","Presi",F,"",""," ","",F,0,F,F,F,"","",F,"Ayuda","",F,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",2,"","",0,"","","",F,F,F,0,"","","",""
"mexico","habitantes","mexico","habit","N",8,0,T,"NUMERICO",0,"",0,1,"",0,"HABIT","HABIT",F,"",""," ","",F,0,F,F,F,"","",F,"ayuda","",F,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"#presidente@+#presidente@","",0,"","","",F,F,T,0,"","","",""
"mexico","codigo","mexico","ccod","N",4,0,T,"CODIGONUMERICO",0,"",0,1,"",0,"Cod","Cod",T,"",""," ","",T,0,F,F,F,"","",F,"ayuda","",F,0,F,1,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
"mexico","anulado","mexico","anul","L",1,0,T,"SINOBOOL",0,"",0,1,"",0,"ANULADO","ANULADO",F,"",""," ","",F,0,F,F,F,"","",F,"ayuda","",F,0,F,0,0.00,0,0,F,F,"",F,F,"",F,"",F,F,"",F,"","",0,"","",0,"","","",F,F,F,0,"","","",""
